"","kingdom","phylum","class","order","family","genus","species"
"3469","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Neopyrenochaetaceae","Neopyrenochaeta","Neopyrenochaeta acicola"
"3472","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Pyrenopeziza","unidentified"
"3476","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis autotrophica"
"3478","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Rigidoporus","unidentified"
"3480","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Biatoropsis","Biatoropsis usnearum"
"3488","Fungi","Basidiomycota","Tritirachiomycetes","Tritirachiales","Tritirachiaceae","unidentified","unidentified"
"3489","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","unidentified","unidentified","unidentified"
"3503","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Genea","Genea brunneocarpa"
"3507","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","Pseudogymnoascus appendiculatus"
"3510","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Paracladophialophoraceae","Paracladophialophora","unidentified"
"3512","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Phlegmacium","Phlegmacium inusitatum"
"3514","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Pezicula","Pezicula ericae"
"3515","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Constantinomyces","Constantinomyces oldenburgensis"
"3516","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Agonimia","Agonimia repleta"
"3521","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma hirtipes"
"3523","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","Chloridium chloroconium"
"3530","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Constantinomyces","unidentified"
"3535","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon","unidentified"
"3538","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Syzygosporaceae","Syzygospora","unidentified"
"3543","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Amauroascus","Amauroascus albicans"
"3544","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnoascus","unidentified"
"3545","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Clavaria apulica"
"3553","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","unidentified","unidentified"
"3558","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita huijsmanii"
"3559","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Clavaria atrofusca"
"3567","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Berkleasmium","unidentified"
"3568","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Poaceascoma","unidentified"
"3571","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","Chloridium submersum"
"3573","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Ramsbottomia","unidentified"
"3583","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","unidentified","unidentified","unidentified"
"3595","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Macrolepiota","unidentified"
"3599","Fungi","Kickxellomycota","unidentified","unidentified","unidentified","unidentified","unidentified"
"3604","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Vuilleminiaceae","Vuilleminia","Vuilleminia alni"
"3609","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neoantennariellaceae","Cippumomyces","Cippumomyces mortalis"
"3615","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","Leucosporidium drummii"
"3623","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Absidia","Absidia cylindrospora"
"3624","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Flagelloscypha","Flagelloscypha minutissima"
"3627","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora emmonsii"
"3628","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","unidentified","unidentified","unidentified"
"3632","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Bannozyma","Bannozyma yamatoana"
"3633","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina","Sphaerulina quercicola"
"3641","Fungi","Ascomycota","Leotiomycetes","Helotiales","Gelatinodiscaceae","Neobulgaria","Neobulgaria koningiana"
"3644","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Morosphaeriaceae","unidentified","unidentified"
"3647","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","unidentified"
"3649","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS07","unidentified","unidentified","unidentified"
"3651","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Veronaea","unidentified"
"3654","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Oehlia","Oehlia diaphana"
"3659","Fungi","Chytridiomycota","Cladochytriomycetes","Cladochytriales","unidentified","unidentified","unidentified"
"3662","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Haptocillium","Haptocillium sinense"
"3664","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","Thanatephorus cucumeris"
"3666","Fungi","Mucoromycota","Endogonomycetes","unidentified","unidentified","unidentified","unidentified"
"3670","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","unidentified"
"3672","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta navarrae"
"3684","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","unidentified","unidentified"
"3695","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Calceomyces","unidentified"
"3701","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora","Podospora bullata"
"3709","Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Isthmolongispora","unidentified"
"3710","Fungi","Ascomycota","Dothideomycetes","Myriangiales","unidentified","unidentified","unidentified"
"3711","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","Usnea wasmuthii"
"3715","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","unidentified","unidentified","unidentified"
"3716","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Caliciaceae","Amandinea","Amandinea punctata"
"3719","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Phylloscypha","Phylloscypha retrocurvatoides"
"3722","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella lapida"
"3730","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Ramgea","Ramgea ozimecii"
"3732","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Volutella","unidentified"
"3734","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Niesslia","unidentified"
"3744","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Lyophyllum","Lyophyllum infumatum"
"3747","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Curvibasidium","Curvibasidium cygneicollum"
"3758","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma","Meyerozyma guilliermondii"
"3763","Fungi","Basidiomycota","Agaricomycetes","Boletales","Gomphidiaceae","Chroogomphus","Chroogomphus fulmineus"
"3771","Fungi","Ascomycota","Sordariomycetes","Sordariales","Naviculisporaceae","unidentified","unidentified"
"3772","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora minutissima"
"3776","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella elongatula"
"3779","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Genea","Genea dentata"
"3780","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cylindriaceae","Cylindrium","Cylindrium algarvense"
"3786","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pholiota","Pholiota chocenensis"
"3788","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus melanus"
"3793","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Kochiomyces","unidentified"
"3796","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","unidentified","unidentified"
"3798","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnoascus","Gymnoascus reessii"
"3799","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Eucasphaeria","unidentified"
"3802","Fungi","Glomeromycota","Glomeromycetes","Gigasporales","Gigasporaceae","Scutellospora","unidentified"
"3811","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus","Clitopilus cystidiatus"
"3815","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Chaetosphaeronema","Chaetosphaeronema achilleae"
"3823","Fungi","Ascomycota","Leotiomycetes","Helotiales","Pleuroascaceae","Entimomentora","Entimomentora hyalina"
"3826","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kazachstania","Kazachstania servazzii"
"3828","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Phragmocephala","unidentified"
"3830","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Colacogloeaceae","Colacogloea","Colacogloea philyla"
"3833","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma vindobonense"
"3834","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","unidentified","unidentified"
"3837","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium chernovii"
"3844","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Neoascochyta","Neoascochyta tardicrescens"
"3845","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Hawksworthiomyces","Hawksworthiomyces hibbettii"
"3848","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","unidentified","unidentified"
"3850","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Brevicalcar","unidentified"
"3852","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Pseudoanungitea","unidentified"
"3853","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricales_fam_Incertae_sedis","Panaeolina","Panaeolina foenisecii"
"3859","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Gymnopilus","Gymnopilus junonius"
"3863","Fungi","Ascomycota","Sordariomycetes","Xylariales","Nothodactylariaceae","Nothodactylaria","unidentified"
"3873","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","unidentified"
"3875","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","unidentified"
"3879","Fungi","Basidiomycota","Atractiellomycetes","Atractiellales","Hoehnelomycetaceae","Atractiella","Atractiella solani"
"3883","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Naemateliaceae","Naematelia","Naematelia aurantialba"
"3887","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Lectera","Lectera longa"
"3893","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora nyingchiensis"
"3898","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Penicillifer","Penicillifer diparietisporus"
"3899","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Capnodiales_fam_Incertae_sedis","unidentified","unidentified"
"3900","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","Orbilia epilobii"
"3903","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","Hebeloma plesiocistum"
"3914","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium catenatum"
"3927","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma llimonae"
"3929","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema laurentii"
"3931","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora humicola"
"3934","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Physcia","Physcia stellaris"
"3935","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Cryptocline","Cryptocline arctostaphyli"
"3936","Fungi","Ascomycota","Dothideomycetes","Microthyriales","Microthyriales_fam_Incertae_sedis","unidentified","unidentified"
"3945","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Jeremyomyces","Jeremyomyces labinae"
"3954","Fungi","Basidiomycota","Tremellomycetes","unidentified","unidentified","unidentified","unidentified"
"3958","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella pulchella"
"3959","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Durella","Durella macrospora"
"3963","Fungi","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Melanogaster","unidentified"
"3964","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Clypeosphaeria","Clypeosphaeria mamillana"
"3966","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Parastagonospora","Parastagonospora nodorum"
"3967","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chaetosphaeria","Chaetosphaeria pygmaea"
"3974","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Alatospora","unidentified"
"3985","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Schizoparmaceae","Coniella","unidentified"
"3987","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta deborreae"
"3989","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","unidentified","unidentified","unidentified"
"3992","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","unidentified","unidentified"
"3996","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum","Hydnum subovoideisporum"
"3998","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius deliciosus"
"4004","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma sejunctum"
"4009","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella umbrinospora"
"4030","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerochaete","Phanerochaete livescens"
"4032","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Montagnula","Montagnula jonesii"
"4035","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Meripilus","Meripilus giganteus"
"4040","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","unidentified","unidentified"
"4042","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetales_fam_Incertae_sedis","Contumyces","Contumyces rosellus"
"4048","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Scedosporium","Scedosporium minutisporum"
"4053","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus litoralis"
"4061","Fungi","Ascomycota","Lecanoromycetes","Ostropales","unidentified","unidentified","unidentified"
"4064","Fungi","Ascomycota","Sordariomycetes","Xylariales","Lopadostomataceae","Lopadostoma","Lopadostoma dryophilum"
"4069","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces lactosolyticus"
"4070","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Physcia","Physcia alnophila"
"4071","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","Mrakia montana"
"4074","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Neoascochyta","Neoascochyta europaea"
"4080","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor racemosus"
"4086","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Phialemoniopsis","unidentified"
"4094","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Sclerotinia","unidentified"
"4096","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Hyalorbilia","Hyalorbilia fusarina"
"4097","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma","Ganoderma adspersum"
"4102","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiales_fam_Incertae_sedis","Operculomyces","Operculomyces laminatus"
"4111","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Calvatia","Calvatia fragilis"
"4112","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Petriella","unidentified"
"4121","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus curtus"
"4128","Fungi","Blastocladiomycota","Blastocladiomycetes","Catenomycetales","unidentified","unidentified","unidentified"
"4138","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Pleurophoma","Pleurophoma italica"
"4142","Fungi","Mucoromycota","Endogonomycetes","Endogonales","unidentified","unidentified","unidentified"
"4156","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","unidentified","unidentified"
"4163","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","Arthrobotrys eudermata"
"4172","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae","Lecanora","Lecanora chlarotera"
"4179","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Pseudolachnella","unidentified"
"4180","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Lachancea","Lachancea thermotolerans"
"4193","Fungi","Ascomycota","Dothideomycetes","Myriangiales","Endosporiaceae","Endosporium","unidentified"
"4209","Fungi","Ascomycota","Leotiomycetes","Phacidiales","Helicogoniaceae","Eleutheromyces","Eleutheromyces subulatus"
"4211","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Lophodermium","unidentified"
"4215","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Plectania","Plectania zugazae"
"4217","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Menispora","unidentified"
"4219","Fungi","Ascomycota","Leotiomycetes","Leotiales","Mniaeciaceae","Epithamnolia","unidentified"
"4220","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Caliciaceae","Buellia","Buellia griseovirens"
"4221","Fungi","Basidiomycota","Agaricomycetes","Hysterangiales","Hysterangiaceae","Hysterangium","unidentified"
"4222","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Helicoon","Helicoon myosuroides"
"4226","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metapochonia","Metapochonia suchlasporia"
"4227","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Calcarisporium","Calcarisporium arbuscula"
"4229","Fungi","Basidiomycota","Tritirachiomycetes","Tritirachiales","Tritirachiaceae","Tritirachium","Tritirachium cinnamomeum"
"4231","Fungi","Mucoromycota","Endogonomycetes","GS21","unidentified","unidentified","unidentified"
"4232","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Nematoctonus","Nematoctonus pachysporus"
"4250","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Saksenaeaceae","Apophysomyces","Apophysomyces ossiformis"
"4255","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Lentamycetaceae","Siepmannia","Siepmannia lariceti"
"4256","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Scleropezicula","unidentified"
"4260","Fungi","Ascomycota","Leotiomycetes","Helotiales","Ascocorticiaceae","Ascocorticium","unidentified"
"4261","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Coccomyces","Coccomyces australis"
"4264","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe minima"
"4277","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","unidentified"
"4284","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","unidentified"
"4289","Fungi","Entomophthoromycota","Entomophthoromycetes","Entomophthorales","Ancylistaceae","Conidiobolus","Conidiobolus coronatus"
"4290","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum dulcitum"
"4292","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Nemania","Nemania aenea"
"4295","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella macrocystis"
"4298","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Ochroconis","unidentified"
"4301","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula rutila"
"4303","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Hohenbuehelia","Hohenbuehelia auriscalpium"
"4309","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius elaphinicolor"
"4310","Fungi","Entorrhizomycota","Entorrhizomycetes","Talbotiomycetales","unidentified","unidentified","unidentified"
"4312","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Clavaria flavostellifera"
"4313","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius fuscoumbrinus"
"4314","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Sphaerostilbella","Sphaerostilbella appalachiensis"
"4328","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","unidentified","unidentified","unidentified"
"4336","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus","Plenodomus biglobosus"
"4344","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","Leucosporidium krtinense"
"4348","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Rhynchogastrema","unidentified"
"4349","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","Xylodon novozelandicus"
"4352","Fungi","Ascomycota","Sordariomycetes","Melanosporales","Melanosporaceae","Melanospora","Melanospora damnosa"
"4353","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","Ustilago maydis"
"4366","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Fenestellaceae","Fenestella","unidentified"
"4376","Fungi","Entorrhizomycota","unidentified","unidentified","unidentified","unidentified","unidentified"
"4377","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodosporidiobolus","Rhodosporidiobolus colostri"
"4386","Fungi","Basidiomycota","Agaricomycetes","Boletales","Suillaceae","Suillus","Suillus bellinii"
"4392","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiales_fam_Incertae_sedis","Atractospora","Atractospora verruculosa"
"4402","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Lipomycetaceae","Lipomyces","Lipomyces starkeyi"
"4408","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium lunatum"
"4412","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia","unidentified"
"4417","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Lindtneria","unidentified"
"4421","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","unidentified","unidentified"
"4422","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Ceriporiopsis","Ceriporiopsis balaenae"
"4424","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Fonsecazyma","Fonsecazyma mujuensis"
"4432","Fungi","Ascomycota","Sordariomycetes","Phomatosporales","Phomatosporaceae","Phomatospora","Phomatospora dinemasporium"
"4443","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Foliophoma","unidentified"
"4446","Fungi","Ascomycota","GS35","GS35","unidentified","unidentified","unidentified"
"4449","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pleospora","unidentified"
"4452","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Antarctolichenia","Antarctolichenia onofrii"
"4454","Fungi","Entorrhizomycota","Entorrhizomycetes","Entorrhizales","unidentified","unidentified","unidentified"
"4455","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Arachnopeziza","unidentified"
"4457","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","unidentified","unidentified"
"4461","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","unidentified","unidentified","unidentified"
"4464","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Myxotrichum","Myxotrichum stipitatum"
"4468","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Hyaloriaceae","unidentified","unidentified"
"4477","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Naemateliaceae","Naematelia","unidentified"
"4488","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria poagena"
"4493","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae","Blastobotrys","Blastobotrys malaysiensis"
"4498","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Hyalorbilia","Hyalorbilia subfusispora"
"4499","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Sugitazyma","Sugitazyma miyagiana"
"4505","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","unidentified","unidentified"
